phase,data,source_kernel,seed,n_train,loo_rmse,loo_mae,loo_mean_lpd,loo_pit_ks,loo_coverage_95,loo_crps,bloo_rmse,bloo_mae,bloo_mean_lpd,bloo_pit_ks,bloo_coverage_95,bloo_crps,bloo_n_blocks,bloo_avg_block_size,ell_time_blind,max_blind_lengthscale,min_blind_lengthscale,binder_within_ratio,aggregate_within_ratio,ell_time_specific,ell_time_rbf,bloo_set12_rmse,bloo_set12_mae,bloo_set12_mean_lpd,bloo_set12_pit_ks,bloo_set12_coverage_95,bloo_set12_crps,bloo_set12_n_rows,wall_sec,holdout_class,n_test,holdout_rmse,holdout_mae,holdout_mean_lpd,holdout_pit_ks,holdout_coverage_95,holdout_crps
in_distribution,v5,rbf_embedding_d1_fixed_ell,0,647,505.984738143714,360.357510174255,-7.622257396766921,0.0663683555746839,0.9443585872650146,270.19549338274373,728.9837925458288,555.2031133717662,-8.009776699176225,0.0317964698124078,0.9258114099502563,406.6900051273618,144.0,4.493055555555555,66.8673923519288,66.8673923519288,0.5668912672923923,1.000000570137438,1.0000006370806156,61.01001782962533,52.229388779491984,854.4849610219029,674.3498443629375,-8.286976886106217,0.0400732888436716,0.9012657999992372,498.5936278983606,395.0,76.32608318328857,,,,,,,,
in_distribution,v5,rbf_embedding_d1_linear_init,0,647,497.6132489989509,348.9594789517511,-7.596417716698739,0.0815483963659625,0.9350849986076356,262.58913845424365,760.6795118819944,576.4595826404976,-8.063490738001098,0.0354287031515428,0.9227202534675598,426.97178928874337,144.0,4.493055555555555,77.10902059590745,77.10902059590745,0.0697854556513018,1.000000815922031,1.0000007921799734,22.874665568666607,92.03029342903686,884.3871955574159,687.1655401192306,-8.330971060784037,0.0528997966111324,0.903797447681427,516.9685088959748,395.0,96.7103021144867,,,,,,,,
in_distribution,v5,rbf_embedding_d1_linear_init_fixed_ell,0,647,509.98078206040947,362.9702780355792,-7.626743813676858,0.0665838622549845,0.942812979221344,271.9520754663676,721.659800967873,549.2152612709615,-8.004668320523557,0.0379822342272755,0.9304482340812684,404.0815555783545,144.0,4.493055555555555,19.03645130448836,19.03645130448836,0.6430575643203373,1.000002616292049,1.0000000714068675,11.054161037489996,61.87287252127494,843.2271228908402,661.3282222608956,-8.272693270579245,0.0403728584727645,0.9139240384101868,492.909851279653,395.0,111.44469499588013,,,,,,,,
in_distribution,v5,rbf_embedding_d2_fixed_ell,0,647,512.1451289214962,364.5699554721026,-7.629970037774143,0.064034483821305,0.9397217631340028,273.1323653425874,723.3464478211121,547.8518994968949,-8.003963317947647,0.04006803836872,0.931993842124939,404.28269864494354,144.0,4.493055555555555,89.47034467127312,89.47034467127312,0.7246275229157682,1.000003307118469,1.00000077965723,49.199861588920406,64.54273355102065,847.7228306742877,661.4210749909522,-8.273812920348599,0.043425755365146,0.9139240384101868,494.656186580187,395.0,87.10180497169495,,,,,,,,
in_distribution,v5,rbf_embedding_d3_fixed_ell,0,647,509.747447114132,362.7938160587911,-7.626636752981894,0.0649466821602656,0.9397217631340028,271.8786180201736,721.9264702730242,549.3103605880732,-8.006381613135606,0.0376490437393385,0.927357017993927,404.6561825007811,144.0,4.493055555555555,259.445777407902,259.445777407902,0.6352510965135054,1.0000027748957836,1.0000003669307909,110.13475068335534,181.2780484444515,843.2118944739185,660.9053427828208,-8.273943549134414,0.0390588917798186,0.9088607430458068,493.47337197540975,395.0,81.6552619934082,,,,,,,,
loco,v5,rbf_embedding_d1_fixed_ell,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.66143202781677,0.0,246.0,3426.833061960599,2149.9067916331396,-9.319608797989048,0.156429646050539,0.8780487775802612,1636.8746550780031
loco,v5,rbf_embedding_d1_linear_init,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.33407688140869,0.0,246.0,2503.426503057641,2051.8245822351687,-9.438170786909328,0.2079756401989994,1.0,1537.0024202625827
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.58721208572388,0.0,246.0,2624.0304364510084,2164.906296821451,-9.415903627154917,0.2118952534059278,1.0,1560.6646179313248
loco,v5,rbf_embedding_d2_fixed_ell,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.76544189453125,0.0,246.0,2729.5260615771276,1963.5437578565957,-9.311695729479904,0.2946047215200035,0.9430894255638124,1464.4913704082594
loco,v5,rbf_embedding_d3_fixed_ell,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.50622200965881,0.0,246.0,2795.1929269915136,2005.0851151333725,-9.32248440597012,0.2902644947836719,0.9390243887901306,1489.210934291495
loco,v5,rbf_embedding_d1_fixed_ell,0,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54889106750488,1.0,149.0,2763.643186192422,2096.1122973335014,-9.92852868030793,0.3188823655074876,0.7382550239562988,1599.0160313919007
loco,v5,rbf_embedding_d1_linear_init,0,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.46471333503723,1.0,149.0,2872.8918298672106,2219.743708908483,-11.44959124297382,0.4060577092224701,0.6912751793861389,1731.066912096384
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,0,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1078600883484,1.0,149.0,2881.3479476896555,2221.3898916174876,-10.128062064607564,0.3643564927823559,0.718120813369751,1691.1888874265042
loco,v5,rbf_embedding_d2_fixed_ell,0,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2767219543457,1.0,149.0,2917.283346858213,2246.230566893348,-10.174227058653557,0.3705176978433807,0.718120813369751,1713.6441871410134
loco,v5,rbf_embedding_d3_fixed_ell,0,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.15767025947572,1.0,149.0,2888.64116089209,2221.7532126141687,-10.12021361118972,0.3664742699980879,0.718120813369751,1691.2422083055712
loco,v5,rbf_embedding_d1_fixed_ell,0,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.90631675720215,2.0,252.0,926.2977293924952,693.1639352518524,-9.26953918860617,0.3321350502540459,1.0,1046.3437784466516
loco,v5,rbf_embedding_d1_linear_init,0,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.90971326828003,2.0,252.0,769.5125827023402,602.7176367554506,-8.948171955194557,0.3050094136602507,1.0,771.9254269065186
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,0,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9192328453064,2.0,252.0,2424.954696627836,1891.8661445234552,-9.582851433681984,0.4481255191311983,1.0,1644.2791696697473
loco,v5,rbf_embedding_d2_fixed_ell,0,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.04397010803223,2.0,252.0,1141.276886014347,851.288488781966,-9.332303944106611,0.4251872661783459,1.0,1134.593848009661
loco,v5,rbf_embedding_d3_fixed_ell,0,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6131112575531,2.0,252.0,1219.334177190142,939.867180841264,-9.312538455199196,0.4362436087496349,1.0,1127.5739601173
in_distribution,v5,rbf_embedding_d1_fixed_ell,1,647,505.984738143714,360.357510174255,-7.622257396766921,0.0663683555746839,0.9443585872650146,270.19549338274373,728.9837925458288,555.2031133717662,-8.009776699176225,0.0317964698124078,0.9258114099502563,406.6900051273618,144.0,4.493055555555555,66.8673923519288,66.8673923519288,0.5668912672923923,1.0000005701374381,1.0000006370806156,61.01001782962533,52.229388779491984,854.4849610219029,674.3498443629375,-8.286976886106217,0.04007328884367162,0.9012657999992371,498.5936278983606,395.0,78.67724394798279,,,,,,,,
in_distribution,v5,rbf_embedding_d1_fixed_ell,2,647,505.984738143714,360.357510174255,-7.622257396766921,0.0663683555746839,0.9443585872650146,270.19549338274373,728.9837925458288,555.2031133717662,-8.009776699176225,0.0317964698124078,0.9258114099502563,406.6900051273618,144.0,4.493055555555555,66.8673923519288,66.8673923519288,0.5668912672923923,1.0000005701374381,1.0000006370806156,61.01001782962533,52.229388779491984,854.4849610219029,674.3498443629375,-8.286976886106217,0.04007328884367162,0.9012657999992371,498.5936278983606,395.0,76.93287920951843,,,,,,,,
in_distribution,v5,rbf_embedding_d1_linear_init,1,647,497.6132489989509,348.9594789517511,-7.596417716698739,0.08154839636596256,0.9350849986076355,262.58913845424365,760.6795118819944,576.4595826404976,-8.063490738001098,0.035428703151542895,0.9227202534675598,426.97178928874337,144.0,4.493055555555555,77.10902059590745,77.10902059590745,0.06978545565130181,1.000000815922031,1.0000007921799734,22.874665568666607,92.03029342903686,884.3871955574159,687.1655401192306,-8.330971060784037,0.05289979661113242,0.903797447681427,516.9685088959748,395.0,98.09390187263489,,,,,,,,
in_distribution,v5,rbf_embedding_d1_linear_init,2,647,497.6132489989509,348.9594789517511,-7.596417716698739,0.08154839636596256,0.9350849986076355,262.58913845424365,760.6795118819944,576.4595826404976,-8.063490738001098,0.035428703151542895,0.9227202534675598,426.97178928874337,144.0,4.493055555555555,77.10902059590745,77.10902059590745,0.06978545565130181,1.000000815922031,1.0000007921799734,22.874665568666607,92.03029342903686,884.3871955574159,687.1655401192306,-8.330971060784037,0.05289979661113242,0.903797447681427,516.9685088959748,395.0,100.2447681427002,,,,,,,,
in_distribution,v5,rbf_embedding_d1_linear_init_fixed_ell,1,647,509.98078206040947,362.97027803557916,-7.626743813676858,0.06658386225498458,0.942812979221344,271.9520754663676,721.659800967873,549.2152612709615,-8.004668320523557,0.037982234227275535,0.9304482340812683,404.0815555783545,144.0,4.493055555555555,19.03645130448836,19.03645130448836,0.6430575643203373,1.000002616292049,1.0000000714068675,11.054161037489997,61.87287252127494,843.2271228908402,661.3282222608956,-8.272693270579245,0.040372858472764506,0.9139240384101868,492.909851279653,395.0,116.53828597068787,,,,,,,,
in_distribution,v5,rbf_embedding_d1_linear_init_fixed_ell,2,647,509.98078206040947,362.97027803557916,-7.626743813676858,0.06658386225498458,0.942812979221344,271.9520754663676,721.659800967873,549.2152612709615,-8.004668320523557,0.037982234227275535,0.9304482340812683,404.0815555783545,144.0,4.493055555555555,19.03645130448836,19.03645130448836,0.6430575643203373,1.000002616292049,1.0000000714068675,11.054161037489997,61.87287252127494,843.2271228908402,661.3282222608956,-8.272693270579245,0.040372858472764506,0.9139240384101868,492.909851279653,395.0,116.21813988685608,,,,,,,,
in_distribution,v5,rbf_embedding_d2_fixed_ell,1,647,512.1451289214962,364.5699554721026,-7.629970037774143,0.06403448382130505,0.9397217631340027,273.1323653425874,723.3464478211121,547.8518994968949,-8.003963317947647,0.04006803836872003,0.931993842124939,404.28269864494354,144.0,4.493055555555555,89.47034467127312,89.47034467127312,0.7246275229157682,1.000003307118469,1.00000077965723,49.199861588920406,64.54273355102065,847.7228306742877,661.4210749909522,-8.273812920348599,0.04342575536514609,0.9139240384101868,494.656186580187,395.0,90.87168002128601,,,,,,,,
in_distribution,v5,rbf_embedding_d2_fixed_ell,2,647,512.1451289214962,364.5699554721026,-7.629970037774143,0.06403448382130505,0.9397217631340027,273.1323653425874,723.3464478211121,547.8518994968949,-8.003963317947647,0.04006803836872003,0.931993842124939,404.28269864494354,144.0,4.493055555555555,89.47034467127312,89.47034467127312,0.7246275229157682,1.000003307118469,1.00000077965723,49.199861588920406,64.54273355102065,847.7228306742877,661.4210749909522,-8.273812920348599,0.04342575536514609,0.9139240384101868,494.656186580187,395.0,91.22763681411743,,,,,,,,
in_distribution,v5,rbf_embedding_d3_fixed_ell,1,647,509.747447114132,362.79381605879115,-7.626636752981894,0.06494668216026567,0.9397217631340027,271.8786180201736,721.9264702730242,549.3103605880732,-8.006381613135606,0.03764904373933853,0.927357017993927,404.6561825007811,144.0,4.493055555555555,259.445777407902,259.445777407902,0.6352510965135054,1.0000027748957836,1.0000003669307909,110.13475068335534,181.27804844445154,843.2118944739185,660.9053427828208,-8.273943549134414,0.03905889177981864,0.9088607430458069,493.47337197540975,395.0,85.8002438545227,,,,,,,,
in_distribution,v5,rbf_embedding_d3_fixed_ell,2,647,509.747447114132,362.79381605879115,-7.626636752981894,0.06494668216026567,0.9397217631340027,271.8786180201736,721.9264702730242,549.3103605880732,-8.006381613135606,0.03764904373933853,0.927357017993927,404.6561825007811,144.0,4.493055555555555,259.445777407902,259.445777407902,0.6352510965135054,1.0000027748957836,1.0000003669307909,110.13475068335534,181.27804844445154,843.2118944739185,660.9053427828208,-8.273943549134414,0.03905889177981864,0.9088607430458069,493.47337197540975,395.0,87.4427924156189,,,,,,,,
loco,v5,rbf_embedding_d1_fixed_ell,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.26490068435669,0.0,246.0,3426.833061960599,2149.9067916331396,-9.319608797989048,0.15642964605053905,0.8780487775802612,1636.8746550780033
loco,v5,rbf_embedding_d1_fixed_ell,2,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.01059293746948,0.0,246.0,3426.833061960599,2149.9067916331396,-9.319608797989048,0.15642964605053905,0.8780487775802612,1636.8746550780033
loco,v5,rbf_embedding_d1_linear_init,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81588506698608,0.0,246.0,2503.426503057641,2051.8245822351687,-9.438170786909328,0.2079756401989994,1.0,1537.0024202625827
loco,v5,rbf_embedding_d1_linear_init,2,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.40163707733154,0.0,246.0,2503.426503057641,2051.8245822351687,-9.438170786909328,0.2079756401989994,1.0,1537.0024202625827
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54741811752319,0.0,246.0,2624.0304364510084,2164.906296821451,-9.415903627154917,0.21189525340592785,1.0,1560.6646179313248
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,2,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.44351005554199,0.0,246.0,2624.0304364510084,2164.906296821451,-9.415903627154917,0.21189525340592785,1.0,1560.6646179313248
loco,v5,rbf_embedding_d2_fixed_ell,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.00841689109802,0.0,246.0,2729.5260615771276,1963.5437578565957,-9.311695729479904,0.2946047215200035,0.9430894255638123,1464.4913704082594
loco,v5,rbf_embedding_d2_fixed_ell,2,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.375481843948364,0.0,246.0,2729.5260615771276,1963.5437578565957,-9.311695729479904,0.2946047215200035,0.9430894255638123,1464.4913704082594
loco,v5,rbf_embedding_d3_fixed_ell,1,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.107743978500366,0.0,246.0,2795.1929269915136,2005.0851151333723,-9.322484405970119,0.2902644947836719,0.9390243887901306,1489.210934291495
loco,v5,rbf_embedding_d3_fixed_ell,2,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.950194120407104,0.0,246.0,2795.1929269915136,2005.0851151333723,-9.322484405970119,0.2902644947836719,0.9390243887901306,1489.210934291495
loco,v5,rbf_embedding_d1_fixed_ell,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57642912864685,1.0,149.0,2763.643186192422,2096.1122973335014,-9.92852868030793,0.31888236550748766,0.7382550239562988,1599.0160313919007
loco,v5,rbf_embedding_d1_fixed_ell,2,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7922010421753,1.0,149.0,2763.643186192422,2096.1122973335014,-9.92852868030793,0.31888236550748766,0.7382550239562988,1599.0160313919007
loco,v5,rbf_embedding_d1_linear_init,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.25903487205505,1.0,149.0,2872.8918298672106,2219.743708908483,-11.44959124297382,0.40605770922247014,0.6912751793861389,1731.066912096384
loco,v5,rbf_embedding_d1_linear_init,2,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.39837789535522,1.0,149.0,2872.8918298672106,2219.743708908483,-11.44959124297382,0.40605770922247014,0.6912751793861389,1731.066912096384
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84184503555298,1.0,149.0,2881.3479476896555,2221.3898916174876,-10.128062064607564,0.36435649278235593,0.718120813369751,1691.1888874265042
loco,v5,rbf_embedding_d1_linear_init_fixed_ell,2,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06045913696289,1.0,149.0,2881.3479476896555,2221.3898916174876,-10.128062064607564,0.36435649278235593,0.718120813369751,1691.1888874265042
loco,v5,rbf_embedding_d2_fixed_ell,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57037901878357,1.0,149.0,2917.283346858213,2246.230566893348,-10.174227058653557,0.37051769784338073,0.718120813369751,1713.6441871410134
loco,v5,rbf_embedding_d2_fixed_ell,2,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.947261095047,1.0,149.0,2917.283346858213,2246.230566893348,-10.174227058653557,0.37051769784338073,0.718120813369751,1713.6441871410134
loco,v5,rbf_embedding_d3_fixed_ell,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.98932409286499,1.0,149.0,2888.64116089209,2221.7532126141687,-10.120213611189719,0.36647426999808796,0.718120813369751,1691.2422083055712
loco,v5,rbf_embedding_d3_fixed_ell,2,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.81160306930542,1.0,149.0,2888.64116089209,2221.7532126141687,-10.120213611189719,0.36647426999808796,0.718120813369751,1691.2422083055712
loco,v5,rbf_embedding_d1_fixed_ell,1,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.39368915557861,2.0,252.0,926.2977293924952,693.1639352518524,-9.26953918860617,0.3321350502540459,1.0,1046.3437784466516
loco,v5,rbf_embedding_d1_fixed_ell,2,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.301976919174194,2.0,252.0,926.2977293924952,693.1639352518524,-9.26953918860617,0.3321350502540459,1.0,1046.3437784466516
loco,v5,rbf_embedding_d1_linear_init,1,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.69185709953308,2.0,252.0,769.5125827023402,602.7176367554506,-8.948171955194557,0.30500941366025075,1.0,771.9254269065186
