phase,data,source_kernel,base_source_kernel,include_blind,seed,n_train,loo_rmse,loo_mae,loo_mean_lpd,loo_pit_ks,loo_coverage_95,loo_crps,bloo_rmse,bloo_mae,bloo_mean_lpd,bloo_pit_ks,bloo_coverage_95,bloo_crps,bloo_n_blocks,bloo_avg_block_size,lengthscale_error,bloo_set12_rmse,bloo_set12_mae,bloo_set12_mean_lpd,bloo_set12_pit_ks,bloo_set12_coverage_95,bloo_set12_crps,bloo_set12_n_rows,wall_sec,holdout_class,n_test,holdout_rmse,holdout_mae,holdout_mean_lpd,holdout_pit_ks,holdout_coverage_95,holdout_crps
in_distribution,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,0,647,531.9139594189837,379.94844359219155,-7.654618332882389,0.06816487059892495,0.9474497437477112,281.1666111374999,760.4135676786944,554.4277106430235,-8.007635281753439,0.0368581558839271,0.9180834889411926,411.8142450859965,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",895.8833310757304,669.8546027969602,-8.285060961774406,0.04603194353514864,0.8911392688751221,505.68369403335447,395.0,7.601331949234009,,,,,,,,
in_distribution,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,1,647,531.9139594189837,379.94844359219155,-7.654618332882389,0.06816487059892495,0.9474497437477112,281.1666111374999,760.4135676786944,554.4277106430235,-8.007635281753439,0.0368581558839271,0.9180834889411926,411.8142450859965,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",895.8833310757304,669.8546027969602,-8.285060961774406,0.04603194353514864,0.8911392688751221,505.68369403335447,395.0,7.022841691970825,,,,,,,,
in_distribution,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,2,647,531.9139594189837,379.94844359219155,-7.654618332882389,0.06816487059892495,0.9474497437477112,281.1666111374999,760.4135676786944,554.4277106430235,-8.007635281753439,0.0368581558839271,0.9180834889411926,411.8142450859965,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",895.8833310757304,669.8546027969602,-8.285060961774406,0.04603194353514864,0.8911392688751221,505.68369403335447,395.0,6.942731857299805,,,,,,,,
in_distribution,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,0,647,570.494946877901,412.30208574893464,-7.740706091116977,0.056347805663281125,0.9459041953086853,306.07642934175885,721.6312056518709,538.2312879944512,-8.01984041507036,0.04247972612229556,0.9258114099502563,399.15224521759984,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",849.2744840924116,651.5470956935483,-8.3082796338721,0.04594575057939615,0.8936708569526672,488.0724004407798,395.0,35.571417808532715,,,,,,,,
in_distribution,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,1,647,570.494946877901,412.30208574893464,-7.740706091116977,0.056347805663281125,0.9459041953086853,306.07642934175885,721.6312056518709,538.2312879944512,-8.01984041507036,0.04247972612229556,0.9258114099502563,399.15224521759984,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",849.2744840924116,651.5470956935483,-8.3082796338721,0.04594575057939615,0.8936708569526672,488.0724004407798,395.0,35.99971890449524,,,,,,,,
in_distribution,v5,rbf_embedding_d2_no_blind,rbf_embedding_d2,False,2,647,570.494946877901,412.30208574893464,-7.740706091116977,0.056347805663281125,0.9459041953086853,306.07642934175885,721.6312056518709,538.2312879944512,-8.01984041507036,0.04247972612229556,0.9258114099502563,399.15224521759984,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",849.2744840924116,651.5470956935483,-8.3082796338721,0.04594575057939615,0.8936708569526672,488.0724004407798,395.0,33.78425431251526,,,,,,,,
in_distribution,v5,hamming_no_blind,hamming,False,0,647,560.0923983207402,402.76096830257575,-7.714850775714783,0.06146870195518617,0.9412673711776733,298.627546013128,706.4784858183234,521.31722531409,-7.984103033114467,0.038465413657765235,0.9196290373802185,388.1596797329711,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",835.6171859643636,638.6459441853068,-8.283979576205905,0.046663628246981295,0.8835443258285522,479.3071697754271,395.0,79.56796002388,,,,,,,,
in_distribution,v5,hamming_no_blind,hamming,False,1,647,560.0923983207402,402.76096830257575,-7.714850775714783,0.06146870195518617,0.9412673711776733,298.627546013128,706.4784858183234,521.31722531409,-7.984103033114467,0.038465413657765235,0.9196290373802185,388.1596797329711,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",835.6171859643636,638.6459441853068,-8.283979576205905,0.046663628246981295,0.8835443258285522,479.3071697754271,395.0,81.27442502975464,,,,,,,,
in_distribution,v5,hamming_no_blind,hamming,False,2,647,560.0923983207402,402.76096830257575,-7.714850775714783,0.06146870195518617,0.9412673711776733,298.627546013128,706.4784858183234,521.31722531409,-7.984103033114467,0.038465413657765235,0.9196290373802185,388.1596797329711,144.0,4.493055555555555,"not enough values to unpack (expected 3, got 2)",835.6171859643636,638.6459441853068,-8.283979576205905,0.046663628246981295,0.8835443258285522,479.3071697754271,395.0,81.36417007446289,,,,,,,,
loco,v5,joint_hamming_matern_no_blind,joint_hamming_matern,False,0,401,,,,,,,,,,,,,,,,,,,,,,,4.066021919250488,0.0,246.0,2850.750723503607,2330.494685006431,-9.749440241844702,0.2751464039720185,1.0,1941.3268194789048
