Mix ID,Name,Description,Cement,Fly Ash,Slag,Water,HRWR,Fine Aggregate,Time,GWP,Strength (Mean),Strength (Std),# of measurements
3_2023_1,,,241.6,62.1,196.3,112,5,1375,28,109,11900,1099,3
3_2023_2,,,220,55,225,100,6.5,1375,1,101,4515.8333,435.7,3
3_2023_2,,,220,55,225,100,6.5,1375,3,101,7935.8,208.7,3
3_2023_2,,,220,55,225,100,6.5,1375,5,101,8277.5,536.4,3
3_2023_2,,,220,55,225,100,6.5,1375,28,101,10042.5,1118,3
3_2023_3,,,172,103,225,100,6.5,1375,1,82,3767.5,453,3
3_2023_3,,,172,103,225,100,6.5,1375,3,82,6198.3,649.2,3
3_2023_3,,,172,103,225,100,6.5,1375,5,82,8219.2,1707.5,3
3_2023_3,,,172,103,225,100,6.5,1375,28,82,9226,522.8,3
3_2023_4,,,296.5,33.9,169.6,100,6.5,1375,1,131,5653.3,669.8,3
3_2023_4,,,296.5,33.9,169.6,100,6.5,1375,3,131,7803.3,364.1,3
3_2023_4,,,296.5,33.9,169.6,100,6.5,1375,5,131,8941.7,773.4,3
3_2023_4,,,296.5,33.9,169.6,100,6.5,1375,28,131,9695.8,790.1,3
3_2023_5,,,228.8,94.4,176.8,100,6.5,1375,1,104,4872.5,262.4,3
3_2023_5,,,228.8,94.4,176.8,100,6.5,1375,3,104,7519.2,406.5,3
3_2023_5,,,228.8,94.4,176.8,100,6.5,1375,5,104,7398.3,928.1,3
3_2023_5,,,228.8,94.4,176.8,100,6.5,1375,28,104,10305,590.1,3
3_2023_6,,,306.1,81.4,112.5,104.2,6.5,1375,1,135,5241.7,415.5,3
3_2023_6,,,306.1,81.4,112.5,104.2,6.5,1375,3,135,6857.5,108.7,3
3_2023_6,,,306.1,81.4,112.5,104.2,6.5,1375,5,135,8581.7,1194.3,3
3_2023_6,,,306.1,81.4,112.5,104.2,6.5,1375,28,135,9224.2,1749.1,3
3_2023_7,,,255.6,75.8,168.6,100,6.5,1375,1,115,4938.3,180.4,3
3_2023_7,,,255.6,75.8,168.6,100,6.5,1375,3,115,7249.2,877.9,3
3_2023_7,,,255.6,75.8,168.6,100,6.5,1375,5,115,7677.5,595.4,3
3_2023_7,,,255.6,75.8,168.6,100,6.5,1375,28,115,10568,1580,3
3_2023_8,,,204.4604,60.66766,134.872,100,6.5,1375,1,90,3002.5,153.7,3
3_2023_8,,,204.4604,60.66766,134.872,100,6.5,1375,3,90,4947.5,726.1,3
3_2023_8,,,204.4604,60.66766,134.872,100,6.5,1375,5,90,5823.1,589.7,3
3_2023_8,,,204.4604,60.66766,134.872,100,6.5,1375,28,90,7950,429,3
